CustomerID,Age,Gender,Region,Occupation,NetworkType,ServiceProvider,PlanType,PlanCost,ContractLength,CallMinutesPerMonth,DataUsagePerMonth(GB),TextMessagesPerMonth,InternationalCallMinutes,ChurnStatus,CustomerSatisfaction,ComplaintsLodged,PromotionsAvailed,MonthlyCharges,TotalRevenue,PaymentMethod,DeviceType,NumberOfSIMs,RoamingStatus,LoyaltyProgramParticipation,ReferralProgramParticipation
5391,25,Female,Urban,Student,5G,Jio,Prepaid,351,6,2646,22.39,230,35,No,4,No,Yes,503,38133,Credit Card,Smartphone,1,Yes,No,No
5392,21,Female,Urban,Working Professional,5G,Airtel,Prepaid,1868,12,1769,45.34,24,8,Yes,3,No,Yes,303,72738,Debit Card,Smartphone,3,No,No,No
5393,33,Male,Urban,Working Professional,5G,Airtel,Prepaid,1844,24,1414,45.39,128,41,No,5,No,No,3814,83762,Credit Card,Smartphone,1,Yes,Yes,No
5394,57,Female,Rural,Housewife,4G,Airtel,Prepaid,438,0,980,46.92,80,27,Yes,3,No,No,957,61962,UPI,Basic Phone,2,Yes,Yes,Yes
5395,24,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1761,6,1680,42.13,161,75,No,3,Yes,Yes,528,21512,Debit Card,Smartphone,3,No,No,No
5396,20,Male,Urban,Working Professional,5G,Vodafone,Postpaid,1222,24,1665,10.09,340,66,No,4,Yes,No,1745,68499,UPI,Tablet,2,Yes,No,No
5397,30,Female,Urban,Student,5G,Vodafone,Prepaid,640,6,979,31.0,388,19,No,5,No,Yes,759,6678,Debit Card,Tablet,2,Yes,No,Yes
5398,60,Male,Rural,Working Professional,4G,Airtel,Prepaid,1637,12,2579,48.99,216,47,Yes,3,Yes,Yes,2659,75645,Credit Card,Smartphone,3,Yes,No,Yes
5399,55,Female,Rural,Housewife,4G,Jio,Prepaid,1200,24,2137,25.43,77,74,No,3,Yes,No,556,63418,Net Banking,Basic Phone,2,Yes,No,No
5400,25,Male,Urban,Unemployed,5G,Airtel,Prepaid,119,6,642,23.38,37,5,No,3,No,No,1596,26217,Net Banking,Tablet,1,No,Yes,No
5401,41,Male,Rural,Working Professional,4G,Airtel,Prepaid,936,6,1408,42.67,230,95,No,5,No,Yes,541,31033,Net Banking,Smartphone,1,Yes,Yes,Yes
5402,34,Female,Urban,Retired,5G,Jio,Postpaid,983,12,1325,38.59,41,57,No,5,No,No,1678,20534,Net Banking,Basic Phone,1,No,No,Yes
5403,61,Female,Rural,Housewife,5G,Airtel,Prepaid,544,12,1591,25.47,85,73,No,3,No,Yes,4834,11699,Credit Card,Smartphone,2,Yes,No,No
5404,61,Female,Rural,Working Professional,4G,Airtel,Postpaid,1988,12,2593,32.93,49,27,Yes,3,No,Yes,3161,92561,Credit Card,Basic Phone,3,No,Yes,No
5405,63,Female,Rural,Working Professional,4G,Jio,Prepaid,1212,24,2283,1.19,173,79,No,5,Yes,Yes,3069,87354,Debit Card,Smartphone,1,No,No,Yes
5406,58,Female,Rural,Housewife,5G,Airtel,Prepaid,718,24,1804,35.67,145,60,Yes,1,No,No,2172,60234,UPI,Tablet,3,Yes,No,Yes
5407,37,Female,Rural,Housewife,4G,Airtel,Prepaid,1017,0,2518,26.55,144,22,No,5,No,Yes,1521,87271,Credit Card,Smartphone,3,Yes,No,No
5408,64,Male,Rural,Working Professional,4G,Jio,Prepaid,1182,12,1637,38.07,361,0,No,3,Yes,Yes,995,98755,Net Banking,Smartphone,1,Yes,No,Yes
5409,34,Male,Urban,Student,5G,Vodafone,Postpaid,855,6,2861,2.43,370,47,No,4,No,Yes,398,56180,Net Banking,Basic Phone,2,Yes,Yes,Yes
5410,26,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1069,0,2228,8.44,476,51,No,5,Yes,No,790,46804,Credit Card,Smartphone,3,Yes,Yes,Yes
5411,57,Female,Rural,Working Professional,5G,Jio,Prepaid,1495,24,2124,13.47,233,37,No,3,No,Yes,4520,46497,Credit Card,Basic Phone,1,No,No,Yes
5412,39,Female,Rural,Working Professional,4G,Vodafone,Prepaid,633,12,2511,41.39,161,54,No,3,Yes,Yes,3606,27640,UPI,Smartphone,2,Yes,Yes,No
5413,46,Female,Rural,Unemployed,5G,Vodafone,Prepaid,101,24,553,48.83,118,54,Yes,2,No,Yes,2672,24099,Debit Card,Smartphone,1,Yes,No,Yes
5414,53,Male,Rural,Working Professional,4G,Vodafone,Prepaid,624,0,218,29.5,347,19,No,5,Yes,No,788,50101,Debit Card,Tablet,3,Yes,No,No
5415,27,Male,Urban,Unemployed,4G,Vodafone,Prepaid,1633,0,822,31.57,164,28,Yes,3,No,No,1501,26845,Debit Card,Smartphone,1,No,No,Yes
5416,28,Male,Urban,Unemployed,4G,Airtel,Postpaid,1353,12,1783,29.0,289,83,No,5,Yes,No,1725,67980,UPI,Smartphone,1,Yes,Yes,Yes
5417,25,Female,Urban,Working Professional,5G,Jio,Postpaid,566,12,2259,16.21,343,44,No,3,No,Yes,2611,26341,Debit Card,Tablet,3,Yes,Yes,No
5418,68,Male,Rural,Working Professional,5G,Airtel,Prepaid,449,6,133,49.37,470,12,Yes,1,No,Yes,4154,3021,Credit Card,Basic Phone,2,Yes,No,No
5419,27,Male,Urban,Working Professional,4G,Jio,Prepaid,292,0,1477,32.89,203,99,No,4,Yes,Yes,1916,6966,Debit Card,Smartphone,2,Yes,Yes,No
5420,40,Male,Rural,Working Professional,4G,Jio,Postpaid,1840,6,484,33.25,40,1,No,3,No,No,1868,68707,UPI,Smartphone,3,Yes,No,No
5421,31,Female,Urban,Housewife,5G,Airtel,Prepaid,242,12,1778,28.08,487,61,No,3,No,No,2332,90090,UPI,Smartphone,1,No,No,No
5422,54,Female,Rural,Unemployed,4G,Jio,Prepaid,461,6,843,36.4,235,30,Yes,3,Yes,No,285,3294,UPI,Basic Phone,3,No,Yes,Yes
5423,42,Female,Rural,Student,4G,Airtel,Prepaid,114,0,1787,8.31,255,78,Yes,1,Yes,Yes,1666,40843,UPI,Tablet,1,Yes,Yes,Yes
5424,41,Male,Rural,Unemployed,4G,Airtel,Postpaid,1199,24,1387,37.24,149,32,Yes,2,No,No,144,37633,Credit Card,Basic Phone,1,No,No,No
5425,19,Male,Urban,Working Professional,5G,Jio,Postpaid,735,24,2871,48.03,377,36,No,5,No,No,3759,10385,Net Banking,Smartphone,2,No,Yes,Yes
5426,46,Male,Rural,Working Professional,4G,Vodafone,Prepaid,295,12,1914,27.66,341,93,Yes,1,No,Yes,4376,3734,UPI,Basic Phone,3,No,Yes,No
5427,38,Female,Rural,Working Professional,4G,Airtel,Prepaid,412,6,1372,5.05,331,93,Yes,3,No,No,608,14086,Credit Card,Basic Phone,3,No,Yes,Yes
5428,32,Male,Urban,Student,5G,Vodafone,Postpaid,149,12,1952,32.31,90,44,Yes,3,No,Yes,3946,51637,Net Banking,Smartphone,3,Yes,Yes,No
5429,24,Female,Urban,Working Professional,5G,Jio,Prepaid,1943,0,2230,36.87,139,67,Yes,1,Yes,Yes,3456,41049,Credit Card,Smartphone,1,No,Yes,No
5430,21,Female,Urban,Working Professional,5G,Vodafone,Postpaid,480,6,2348,43.11,409,19,No,5,No,Yes,2862,81889,Net Banking,Basic Phone,3,Yes,Yes,No
5431,47,Male,Rural,Working Professional,4G,Vodafone,Prepaid,1492,24,1277,49.59,211,98,No,3,No,No,2459,59294,UPI,Basic Phone,3,Yes,No,No
5432,53,Male,Rural,Working Professional,5G,Airtel,Prepaid,886,6,2834,15.56,91,11,No,4,No,No,4396,84009,Net Banking,Tablet,1,Yes,No,Yes
5433,64,Female,Rural,Working Professional,4G,Jio,Prepaid,856,0,1905,19.01,490,13,No,3,No,Yes,1365,96184,Debit Card,Tablet,3,Yes,Yes,Yes
5434,26,Female,Urban,Working Professional,5G,Airtel,Prepaid,1562,0,154,27.12,272,60,No,4,Yes,Yes,4925,31693,Credit Card,Smartphone,1,Yes,Yes,Yes
5435,47,Female,Rural,Housewife,4G,Vodafone,Prepaid,675,6,398,3.62,139,82,No,5,No,Yes,4866,25757,Net Banking,Smartphone,3,Yes,Yes,Yes
5436,23,Female,Urban,Housewife,4G,Jio,Postpaid,1450,6,1021,18.6,85,45,No,5,Yes,No,3287,21076,Credit Card,Tablet,2,No,No,Yes
5437,26,Male,Urban,Student,5G,Vodafone,Postpaid,300,0,183,22.51,225,26,Yes,3,Yes,No,3609,62276,Net Banking,Tablet,3,No,No,No
5438,40,Female,Rural,Housewife,4G,Jio,Prepaid,1278,24,1113,20.29,193,64,No,4,Yes,Yes,4498,80905,Credit Card,Smartphone,3,Yes,No,No
5439,45,Male,Rural,Retired,4G,Airtel,Prepaid,332,12,2240,37.44,29,44,Yes,1,No,Yes,2658,45602,UPI,Tablet,3,No,Yes,No
5440,69,Female,Rural,Unemployed,4G,Jio,Prepaid,765,0,2651,43.91,85,87,No,5,No,Yes,2270,63225,Debit Card,Tablet,3,Yes,Yes,No
5441,26,Female,Urban,Working Professional,5G,Airtel,Postpaid,1644,6,1005,43.28,52,41,No,3,Yes,Yes,160,65821,Credit Card,Tablet,3,Yes,No,Yes
5442,28,Male,Urban,Working Professional,5G,Airtel,Prepaid,602,12,1174,47.86,136,2,No,5,No,Yes,2587,69041,UPI,Tablet,2,Yes,No,No
5443,24,Female,Urban,Housewife,5G,Airtel,Postpaid,1829,24,2983,30.61,451,64,No,4,Yes,No,2147,38532,UPI,Tablet,2,No,No,Yes
5444,45,Male,Rural,Unemployed,4G,Airtel,Prepaid,635,6,1224,49.69,281,100,Yes,2,No,Yes,2296,40302,Credit Card,Tablet,1,No,Yes,Yes
5445,26,Male,Urban,Student,5G,Jio,Prepaid,568,12,616,44.13,100,69,No,3,Yes,Yes,4608,46219,Debit Card,Smartphone,2,Yes,Yes,No
5446,18,Male,Urban,Unemployed,5G,Jio,Prepaid,1901,12,1761,38.66,456,19,No,4,Yes,No,3679,99391,Credit Card,Smartphone,1,No,Yes,No
5447,31,Female,Urban,Working Professional,4G,Jio,Prepaid,1460,0,1483,18.22,382,34,No,5,No,Yes,4845,68898,Net Banking,Basic Phone,1,Yes,Yes,No
5448,23,Female,Urban,Student,5G,Airtel,Postpaid,992,0,2206,8.55,432,34,No,4,No,Yes,308,80650,Net Banking,Smartphone,2,No,Yes,Yes
5449,27,Female,Urban,Housewife,5G,Airtel,Postpaid,1937,24,1413,4.16,193,95,No,4,No,Yes,3341,92802,UPI,Smartphone,3,No,No,No
5450,64,Female,Rural,Unemployed,4G,Vodafone,Prepaid,1460,0,1519,37.66,293,9,Yes,2,No,Yes,384,12853,Credit Card,Basic Phone,1,Yes,No,No
5451,65,Male,Rural,Unemployed,4G,Jio,Prepaid,782,24,387,19.39,437,92,No,5,No,No,2100,28636,Credit Card,Basic Phone,3,No,No,Yes
5452,35,Female,Urban,Working Professional,4G,Vodafone,Postpaid,160,12,1964,47.2,388,4,Yes,3,Yes,No,3690,29192,Debit Card,Basic Phone,1,Yes,No,Yes
5453,22,Male,Urban,Unemployed,4G,Jio,Prepaid,946,6,2724,14.42,274,7,No,3,Yes,No,1863,25163,Credit Card,Smartphone,3,Yes,Yes,No
5454,67,Male,Rural,Unemployed,4G,Airtel,Prepaid,1460,24,2321,12.84,16,21,Yes,3,No,No,1519,40143,UPI,Smartphone,2,No,Yes,Yes
5455,53,Female,Rural,Working Professional,5G,Vodafone,Prepaid,1401,6,2998,3.74,61,19,No,3,Yes,Yes,2601,14902,Debit Card,Basic Phone,1,No,Yes,Yes
5456,33,Male,Urban,Working Professional,5G,Airtel,Prepaid,724,12,408,4.27,26,91,No,5,Yes,No,867,9176,Credit Card,Basic Phone,3,Yes,Yes,Yes
5457,33,Male,Urban,Working Professional,5G,Vodafone,Prepaid,705,6,1190,43.03,214,39,No,4,No,No,2258,7543,Net Banking,Tablet,2,Yes,Yes,Yes
5458,24,Female,Urban,Student,4G,Jio,Postpaid,1228,0,335,22.26,237,68,No,5,Yes,No,4186,22385,UPI,Basic Phone,2,Yes,Yes,Yes
5459,47,Male,Rural,Unemployed,4G,Airtel,Prepaid,952,24,2239,35.78,201,77,Yes,1,Yes,No,2624,21679,UPI,Smartphone,1,No,No,Yes
5460,58,Male,Rural,Student,4G,Vodafone,Prepaid,195,24,1217,25.89,123,99,Yes,3,Yes,No,1155,87007,UPI,Smartphone,1,Yes,Yes,Yes
5461,32,Male,Urban,Student,5G,Vodafone,Prepaid,1251,24,2072,14.97,367,72,No,3,No,Yes,3076,16612,UPI,Smartphone,2,Yes,No,Yes
5462,28,Male,Urban,Working Professional,5G,Vodafone,Prepaid,1980,0,2223,38.31,26,60,No,5,Yes,No,2706,84777,Credit Card,Smartphone,1,Yes,No,Yes
5463,37,Female,Rural,Working Professional,4G,Vodafone,Prepaid,1317,24,1203,34.74,220,2,Yes,1,No,No,819,24569,Net Banking,Tablet,3,Yes,Yes,Yes
5464,29,Male,Urban,Unemployed,5G,Airtel,Prepaid,1563,12,1399,41.16,300,78,No,5,No,Yes,2037,58029,Debit Card,Smartphone,2,Yes,Yes,Yes
5465,40,Male,Rural,Unemployed,4G,Vodafone,Prepaid,382,24,2315,37.66,254,3,Yes,3,No,Yes,1511,86394,Credit Card,Basic Phone,3,No,Yes,No
5466,29,Female,Urban,Working Professional,4G,Vodafone,Prepaid,1878,0,2452,21.23,53,84,No,5,Yes,Yes,175,65582,Debit Card,Tablet,2,No,Yes,Yes
5467,36,Female,Rural,Working Professional,4G,Jio,Postpaid,540,12,527,17.33,374,28,Yes,3,Yes,No,4409,24362,UPI,Basic Phone,1,Yes,No,Yes
5468,22,Female,Urban,Working Professional,5G,Jio,Postpaid,1915,6,2630,17.44,312,2,No,5,No,No,4174,44797,UPI,Smartphone,1,Yes,Yes,No
5469,34,Female,Urban,Retired,5G,Airtel,Prepaid,1752,6,1570,48.62,45,74,No,5,Yes,No,1342,7061,Debit Card,Basic Phone,1,No,No,Yes
5470,37,Female,Rural,Housewife,5G,Vodafone,Prepaid,862,6,2321,5.17,88,60,No,5,Yes,Yes,2876,72870,Credit Card,Smartphone,2,No,No,No
5471,65,Female,Rural,Working Professional,4G,Vodafone,Postpaid,757,6,562,31.9,36,66,No,4,No,Yes,905,20413,Debit Card,Tablet,3,Yes,Yes,Yes
5472,18,Female,Urban,Working Professional,5G,Vodafone,Postpaid,1325,12,2399,16.01,89,95,No,4,Yes,Yes,3486,94847,Credit Card,Tablet,2,No,Yes,Yes
5473,29,Female,Urban,Housewife,5G,Jio,Postpaid,1875,12,813,30.31,373,4,No,4,No,Yes,4521,56369,Credit Card,Tablet,2,Yes,Yes,Yes
5474,19,Female,Urban,Working Professional,5G,Jio,Postpaid,1932,0,1136,35.97,12,73,No,4,No,No,2010,38835,Net Banking,Smartphone,1,Yes,No,Yes
5475,30,Female,Urban,Housewife,5G,Vodafone,Postpaid,404,6,277,14.34,259,51,No,4,No,No,2242,91557,Net Banking,Tablet,1,Yes,Yes,Yes
5476,28,Female,Urban,Working Professional,4G,Airtel,Prepaid,1875,6,2482,19.39,332,22,No,4,Yes,No,4597,42219,Debit Card,Smartphone,3,Yes,Yes,Yes
5477,33,Female,Urban,Working Professional,5G,Airtel,Postpaid,1444,12,1049,20.52,112,5,No,3,Yes,Yes,3247,85866,Net Banking,Tablet,1,No,No,No
5478,59,Female,Rural,Housewife,4G,Airtel,Prepaid,736,0,1979,15.23,25,44,No,4,No,Yes,3976,76822,Debit Card,Tablet,2,No,Yes,No
5479,44,Male,Rural,Working Professional,4G,Jio,Prepaid,766,24,1202,31.77,204,10,No,3,No,Yes,2077,77137,Credit Card,Smartphone,2,No,Yes,Yes
5480,58,Female,Rural,Retired,4G,Airtel,Prepaid,464,24,2470,27.48,41,92,Yes,2,No,No,2680,26353,UPI,Tablet,1,Yes,No,Yes
5481,39,Male,Rural,Working Professional,4G,Vodafone,Postpaid,701,12,1614,48.39,90,70,No,3,Yes,No,229,42963,UPI,Smartphone,3,Yes,Yes,No
5482,68,Male,Rural,Student,4G,Airtel,Prepaid,238,6,2441,32.65,284,15,Yes,3,No,Yes,3222,74276,Net Banking,Basic Phone,2,No,Yes,Yes
5483,64,Male,Rural,Working Professional,5G,Vodafone,Prepaid,1131,6,230,19.28,411,99,No,5,Yes,Yes,2058,69081,Credit Card,Smartphone,1,No,No,No
5484,38,Male,Rural,Unemployed,4G,Jio,Postpaid,836,24,1284,20.44,115,3,No,5,Yes,Yes,884,67861,Net Banking,Basic Phone,3,Yes,Yes,No
5485,65,Male,Rural,Student,5G,Jio,Prepaid,1916,12,2882,2.86,62,92,Yes,1,Yes,Yes,905,4839,Credit Card,Smartphone,2,No,No,Yes
5486,49,Female,Rural,Working Professional,5G,Jio,Prepaid,1098,12,2470,40.85,59,65,Yes,2,Yes,Yes,1473,39673,Net Banking,Smartphone,1,No,No,No
5487,29,Female,Urban,Retired,5G,Airtel,Postpaid,989,0,2108,5.37,350,23,No,4,No,Yes,1213,83319,Net Banking,Smartphone,2,Yes,Yes,No
5488,33,Female,Urban,Working Professional,5G,Airtel,Postpaid,821,0,1852,3.28,6,41,No,3,No,Yes,2021,55828,Debit Card,Basic Phone,3,No,No,Yes
5489,32,Female,Urban,Working Professional,5G,Vodafone,Prepaid,394,24,1308,14.22,180,2,No,4,Yes,Yes,1106,54585,Debit Card,Smartphone,3,Yes,Yes,Yes
5490,52,Female,Rural,Unemployed,4G,Vodafone,Postpaid,1470,24,2271,42.58,53,51,No,3,No,No,2334,49140,Credit Card,Basic Phone,1,Yes,No,Yes
5491,70,Female,Rural,Student,4G,Vodafone,Prepaid,1329,6,85,26.35,138,11,No,4,No,Yes,163,89420,Debit Card,Tablet,1,Yes,Yes,No
5492,56,Female,Rural,Working Professional,4G,Jio,Prepaid,1978,6,2112,19.34,460,32,No,3,No,Yes,4160,35038,Net Banking,Smartphone,3,No,No,Yes
5493,23,Male,Urban,Student,4G,Airtel,Prepaid,1565,0,1095,42.14,96,76,No,5,Yes,No,447,71921,Debit Card,Tablet,1,No,Yes,Yes
5494,62,Female,Rural,Unemployed,4G,Jio,Prepaid,360,12,2502,36.84,190,98,Yes,3,No,No,2205,86912,UPI,Smartphone,2,Yes,Yes,Yes
5495,67,Male,Rural,Working Professional,4G,Jio,Postpaid,977,24,2675,26.05,254,21,No,4,No,Yes,1195,16536,Debit Card,Basic Phone,3,No,No,Yes
5496,33,Male,Urban,Working Professional,5G,Jio,Prepaid,883,12,2639,1.56,370,42,No,5,No,Yes,3974,47139,Net Banking,Basic Phone,1,No,Yes,No
5497,23,Female,Urban,Unemployed,5G,Jio,Postpaid,1858,12,1685,37.56,198,58,No,3,Yes,No,317,60928,Net Banking,Tablet,1,No,No,No
5498,70,Female,Rural,Student,4G,Airtel,Prepaid,1055,24,1540,18.47,364,83,No,4,No,No,302,94620,Net Banking,Smartphone,3,No,Yes,No
5499,20,Male,Urban,Unemployed,4G,Vodafone,Postpaid,473,6,440,25.48,359,2,No,4,Yes,No,4170,83210,Debit Card,Smartphone,3,No,Yes,Yes
5500,28,Female,Urban,Unemployed,5G,Airtel,Prepaid,900,24,979,8.5,454,68,Yes,1,Yes,No,1018,19813,Debit Card,Tablet,1,Yes,No,No
5501,29,Female,Urban,Housewife,5G,Vodafone,Prepaid,348,24,1664,34.59,84,77,Yes,1,Yes,No,822,8664,Credit Card,Tablet,1,No,Yes,No
5502,25,Male,Urban,Unemployed,5G,Airtel,Postpaid,1308,12,155,36.22,373,74,No,5,No,No,922,22085,Debit Card,Smartphone,3,No,No,Yes
5503,27,Female,Urban,Working Professional,5G,Airtel,Prepaid,572,0,2449,13.24,189,0,No,4,No,Yes,4123,49042,Credit Card,Basic Phone,2,No,No,Yes
5504,62,Female,Rural,Student,4G,Vodafone,Postpaid,1290,6,2737,4.29,120,86,Yes,3,Yes,Yes,895,86293,Net Banking,Tablet,1,No,No,Yes
5505,35,Female,Urban,Unemployed,5G,Vodafone,Postpaid,1295,24,1360,39.49,384,56,No,5,No,Yes,2080,82205,Debit Card,Smartphone,3,Yes,No,Yes
5506,31,Male,Urban,Working Professional,5G,Jio,Postpaid,189,0,212,44.83,34,82,Yes,2,No,No,1958,4719,Debit Card,Basic Phone,3,Yes,Yes,Yes
5507,22,Male,Urban,Working Professional,5G,Airtel,Prepaid,469,12,881,8.35,55,9,No,5,Yes,Yes,4274,23628,UPI,Tablet,1,Yes,Yes,No
5508,20,Male,Urban,Unemployed,5G,Vodafone,Prepaid,1867,6,737,49.87,152,91,No,3,No,Yes,3200,91248,UPI,Smartphone,1,Yes,No,Yes
5509,56,Male,Rural,Unemployed,4G,Airtel,Prepaid,1534,24,494,49.94,223,45,No,5,Yes,No,244,56366,Credit Card,Smartphone,3,Yes,No,No
5510,35,Female,Urban,Working Professional,5G,Vodafone,Prepaid,889,0,972,11.44,127,20,No,3,No,No,864,43597,Credit Card,Smartphone,1,No,Yes,Yes
5511,39,Female,Rural,Working Professional,4G,Jio,Postpaid,1325,24,1552,5.52,75,76,No,3,Yes,Yes,4417,22607,Debit Card,Tablet,2,Yes,No,Yes
5512,34,Male,Urban,Student,5G,Airtel,Prepaid,1681,6,2384,9.7,67,53,Yes,3,Yes,Yes,1226,74785,Net Banking,Smartphone,2,No,Yes,No
5513,39,Female,Rural,Student,4G,Jio,Prepaid,1820,12,1111,7.08,154,23,No,4,Yes,No,3315,84557,Debit Card,Smartphone,3,Yes,Yes,Yes
5514,20,Male,Urban,Student,5G,Vodafone,Postpaid,1846,12,540,43.5,475,63,No,4,No,Yes,230,14892,UPI,Smartphone,2,No,Yes,No
5515,32,Male,Urban,Student,5G,Vodafone,Postpaid,1399,24,1900,40.92,179,86,No,3,Yes,Yes,1121,68105,Net Banking,Smartphone,1,Yes,No,Yes
5516,37,Male,Rural,Working Professional,5G,Vodafone,Postpaid,749,12,1757,4.17,395,33,No,3,No,Yes,3107,5321,Net Banking,Tablet,3,No,No,Yes
5517,36,Male,Rural,Working Professional,5G,Jio,Postpaid,1026,24,2646,43.36,119,64,No,4,Yes,Yes,4831,24919,Debit Card,Basic Phone,3,Yes,No,Yes
5518,31,Female,Urban,Working Professional,5G,Airtel,Postpaid,309,12,343,2.51,6,68,No,4,No,Yes,3422,8289,Credit Card,Smartphone,1,Yes,Yes,No
5519,42,Male,Rural,Unemployed,4G,Airtel,Prepaid,1123,6,713,5.32,479,27,Yes,2,Yes,No,612,34860,Debit Card,Basic Phone,2,No,No,Yes
5520,21,Male,Urban,Working Professional,5G,Airtel,Prepaid,887,24,407,1.83,86,80,Yes,3,No,Yes,233,70875,Credit Card,Basic Phone,2,No,No,No
5521,63,Female,Rural,Unemployed,5G,Vodafone,Prepaid,1362,6,1964,7.79,39,76,No,5,No,No,4142,48774,Credit Card,Smartphone,2,No,No,No
5522,21,Female,Urban,Working Professional,4G,Vodafone,Prepaid,1191,6,2259,11.52,325,37,No,3,No,No,3305,79053,Debit Card,Smartphone,2,No,No,No
5523,33,Female,Urban,Working Professional,5G,Jio,Postpaid,1775,12,860,2.54,73,42,No,4,Yes,No,275,27138,Net Banking,Basic Phone,2,Yes,Yes,No
5524,27,Male,Urban,Unemployed,5G,Airtel,Prepaid,147,24,2215,6.87,495,99,No,4,Yes,Yes,4764,22476,Credit Card,Basic Phone,3,Yes,No,Yes
5525,28,Female,Urban,Housewife,5G,Airtel,Postpaid,556,24,1261,44.86,47,38,No,3,Yes,No,945,12988,Net Banking,Tablet,3,No,No,No
5526,54,Female,Rural,Housewife,4G,Vodafone,Postpaid,1890,24,612,28.95,79,18,No,4,Yes,No,4274,29592,Credit Card,Basic Phone,3,No,Yes,No
5527,66,Female,Rural,Working Professional,4G,Jio,Prepaid,484,24,2814,12.52,304,92,Yes,3,Yes,Yes,1595,23185,Credit Card,Tablet,3,Yes,Yes,No
5528,38,Female,Rural,Working Professional,5G,Vodafone,Prepaid,1220,0,1776,8.54,344,93,Yes,3,Yes,Yes,650,11717,UPI,Smartphone,1,Yes,Yes,Yes
5529,55,Female,Rural,Working Professional,5G,Airtel,Prepaid,1544,24,242,5.45,150,97,No,4,Yes,No,633,3361,Debit Card,Tablet,3,No,Yes,Yes
5530,34,Male,Urban,Unemployed,5G,Jio,Postpaid,1769,0,572,26.04,308,27,No,5,No,No,1282,97164,UPI,Smartphone,3,Yes,Yes,No
5531,44,Female,Rural,Unemployed,4G,Jio,Postpaid,730,0,2281,46.9,455,80,No,4,Yes,No,2080,30475,Debit Card,Smartphone,2,Yes,No,No
5532,25,Male,Urban,Working Professional,5G,Jio,Postpaid,1552,24,1081,40.24,222,23,No,5,No,Yes,981,15861,Net Banking,Basic Phone,2,Yes,No,Yes
5533,45,Male,Rural,Working Professional,4G,Jio,Prepaid,1577,24,2699,43.97,474,63,Yes,3,Yes,Yes,4263,15456,Credit Card,Tablet,2,No,Yes,No
5534,22,Male,Urban,Working Professional,5G,Jio,Postpaid,1721,6,418,21.17,146,94,No,4,No,Yes,971,29556,Credit Card,Basic Phone,2,No,No,Yes
5535,26,Male,Urban,Unemployed,4G,Jio,Prepaid,414,6,2911,43.9,359,56,No,4,No,No,1124,8992,Net Banking,Basic Phone,2,No,Yes,Yes
5536,50,Female,Rural,Working Professional,4G,Airtel,Prepaid,885,12,2510,47.66,381,20,No,5,No,Yes,2786,40821,Credit Card,Tablet,3,No,No,No
5537,35,Male,Urban,Working Professional,4G,Airtel,Postpaid,1945,12,1287,37.0,82,25,No,4,No,Yes,1990,95161,Credit Card,Tablet,2,No,Yes,No
5538,35,Male,Urban,Retired,5G,Airtel,Prepaid,1912,0,1825,28.14,58,17,Yes,1,No,Yes,282,76479,UPI,Tablet,2,No,Yes,No
5539,35,Female,Urban,Working Professional,4G,Vodafone,Postpaid,622,0,837,10.76,303,72,No,5,Yes,No,3999,5697,Net Banking,Smartphone,3,No,No,No
5540,18,Female,Urban,Housewife,4G,Airtel,Prepaid,1392,12,2736,6.07,5,58,No,3,No,Yes,396,32799,Debit Card,Smartphone,2,Yes,No,No
5541,34,Female,Urban,Working Professional,4G,Vodafone,Postpaid,1558,12,851,19.76,386,94,Yes,1,No,Yes,3255,20163,Net Banking,Tablet,2,No,Yes,No
5542,57,Female,Rural,Student,4G,Jio,Prepaid,523,6,2623,24.98,426,14,Yes,3,No,No,1930,19391,UPI,Tablet,1,Yes,Yes,No
5543,22,Female,Urban,Working Professional,5G,Vodafone,Prepaid,1416,24,2471,35.75,299,92,Yes,1,No,Yes,3687,83318,Debit Card,Tablet,2,Yes,No,Yes
5544,30,Male,Urban,Student,4G,Airtel,Postpaid,392,0,1523,31.13,155,8,No,4,No,Yes,3040,27131,Credit Card,Basic Phone,3,Yes,No,Yes
5545,43,Female,Rural,Working Professional,4G,Vodafone,Prepaid,1048,12,263,5.44,379,41,Yes,1,No,Yes,3824,97674,Credit Card,Smartphone,1,Yes,No,Yes
5546,53,Female,Rural,Working Professional,4G,Jio,Prepaid,786,0,2397,30.46,242,70,No,4,No,No,3687,95128,UPI,Smartphone,2,No,Yes,No
5547,53,Female,Rural,Working Professional,4G,Airtel,Prepaid,639,6,1973,27.29,284,98,No,3,No,Yes,2014,94438,Net Banking,Tablet,1,Yes,Yes,Yes
5548,52,Female,Rural,Student,4G,Vodafone,Postpaid,799,24,1964,5.51,65,73,No,3,No,No,4104,68402,Credit Card,Basic Phone,1,No,Yes,Yes
5549,51,Female,Rural,Unemployed,4G,Jio,Prepaid,732,12,1383,11.32,488,72,No,3,No,Yes,4309,1641,Net Banking,Tablet,3,No,Yes,Yes
5550,63,Female,Rural,Student,4G,Vodafone,Prepaid,1757,12,1709,46.08,319,15,No,5,Yes,Yes,4183,42083,Debit Card,Smartphone,1,Yes,Yes,Yes
